temperature,pressure,flow_rate,Cl_conc,pH,O2_content,CO2_conc,H2S_conc,pipe_age,material,coating,corrosion_type,corrosion_rate
57.454011884736246,72.30652447079217,0.12156788411855277,34433.6367430364,3.186604074531192,3.0592292079237238,343.3530464755577,23.545073474787444,4,alloy_steel,polyethylene,pitting,0.09970454451679399
115.07143064099162,69.04101743689965,0.10161778037143454,23644.762631494665,3.0557239757591397,1.0386959741043746,206.28202750588437,49.23348471296906,2,alloy_steel,none,uniform,0.1702537971866852
93.1993941811405,10.479665667672409,2.4140909578965553,3257.4913368244943,4.570628284961693,1.3509563272249383,140.17091969111388,36.38287050345203,7,carbon_steel,none,stress_cracking,0.7825847564776721
79.86584841970367,92.33466808567421,0.24353915452631622,45966.25245908322,8.595246636065308,1.888644168991126,307.92858794951724,42.29243807782425,19,carbon_steel,none,pitting,0.5254391372101342
35.601864044243655,57.27874801352514,4.875209512945635,49026.29207738086,9.33323360722071,2.116168010212989,370.1345562410558,21.98376857609575,11,stainless_steel,polyethylene,uniform,0.01892184846149258
35.59945203362027,37.00882659243274,1.1881193552528209,21836.64905298583,5.742378561290186,2.4983919111843864,127.29246738629813,45.23887495453733,13,alloy_steel,none,uniform,0.07659755158956644
25.808361216819947,75.89731976603537,2.416057173887739,30876.209966761693,6.94239017624675,2.6290542867385946,149.6999505479386,36.607552614077896,29,carbon_steel,none,stress_cracking,0.5247359814270139
106.61761457749351,26.479180381761772,0.3995743870598957,22789.781999065464,7.942368213687665,4.6115918203266055,320.14695847554304,37.30639952227933,20,carbon_steel,none,erosion,0.515496795034204
80.11150117432088,69.65747386758572,2.658037239239167,16433.04271886297,9.670556894762086,5.144774589177808,482.61163009029264,4.3465621866228155,17,alloy_steel,epoxy,uniform,0.09039283650947971
90.80725777960456,4.931409549652475,1.9617850132223018,4327.280246461478,9.390525661082021,3.157904160450924,106.93576833488783,30.872835272657458,10,carbon_steel,epoxy,erosion,0.27630636772229056
22.058449429580243,84.10139572331792,0.3188341414983964,23075.352654666294,3.4003461236696593,9.082234557215209,327.1238178556048,16.760836743634687,16,stainless_steel,fusion_bonded,pitting,0.008133981978350132
116.99098521619943,45.36891385511053,1.7421089068115014,41010.03553979285,4.737160902464966,5.57608326105565,453.2949205341941,33.4500832923119,20,carbon_steel,epoxy,uniform,0.26079939342181035
103.24426408004217,64.03259852143623,2.0180364990919926,1343.057323856177,3.3440118076862397,7.8960215875307265,230.98338252218065,28.410705465406004,16,carbon_steel,polyethylene,crevice,0.25075024872132956
41.23391106782762,22.902544160861684,4.950615307247206,29314.330317421005,7.315796946923359,9.24995454096635,158.4221132476623,5.559475335585217,20,carbon_steel,epoxy,uniform,0.17333043535437326
38.18249672071006,68.03029755318634,1.1186407724049399,44098.2193819711,7.973453215308473,1.7150376343004716,333.4355326032707,26.49938713830699,20,carbon_steel,polyethylene,uniform,0.0775503649189987
38.34045098534338,77.45178731343438,2.7694201153134888,11268.696785710721,5.157983886495581,4.335957388784782,15.715903240393125,22.562921995258638,16,alloy_steel,none,uniform,0.1162713929875961
50.42422429595377,47.84810550155547,4.93784619107328,9571.165302108579,8.976963356932501,4.3887829769746265,180.080275266687,38.82217459918011,27,carbon_steel,polyethylene,pitting,0.23721725875872293
72.4756431632238,62.15496548211764,3.9808941189066624,38727.69297224619,6.1696892528804845,3.6092752793397067,128.98701340855678,25.131913549524903,25,carbon_steel,none,crevice,0.7152941617120308
63.194501864211574,46.17626645841746,4.967500754322236,13126.778340405019,9.988670605679088,0.18816807886123543,112.31085138921398,24.058108379971756,19,carbon_steel,epoxy,pitting,0.3884015345496091
49.12291401980419,89.5150455565267,4.8446617418348294,10003.2212442521,3.0027978481252746,8.17812386700314,89.87963176348163,35.974548914622225,13,carbon_steel,epoxy,uniform,0.19621814306176455
81.18528947223794,50.2890488709176,2.4987437562613564,19210.467903177134,3.7664279589298966,1.2044372833836379,368.53165079297696,33.42939450764386,23,carbon_steel,none,crevice,0.6190780973199148
33.94938606520418,84.33906219385307,3.5122416643657726,19928.84960737579,5.112552700547383,9.955257919425414,477.5498976629822,49.59271893167287,20,carbon_steel,epoxy,uniform,0.15225586070773633
49.21446485352182,80.33385376875461,0.6411713220116404,43768.00261932002,3.178553185675992,7.752289069920698,192.3853226609714,17.597635037253383,11,carbon_steel,polyethylene,stress_cracking,0.23284945078374622
56.63618432936917,41.63997731348729,2.261629242729329,31112.951860717007,8.476376204167755,5.842099174304494,24.551653454020496,34.417828438254716,12,carbon_steel,none,uniform,0.2411326755161214
65.6069984217036,23.77836469389003,4.0641908571068175,20595.092088809673,3.3694025150990106,1.630603535641815,359.45590683628893,8.36292779248477,17,carbon_steel,none,uniform,0.35431355827753785
98.51759613930136,41.20213112341733,2.576143072788003,26952.204232145457,8.242857433056791,5.202390416793145,269.10216723179474,40.22803786175239,15,alloy_steel,epoxy,pitting,0.22530376842098535
39.96737821583598,82.7955202017468,3.543225260804437,47721.27904960107,3.367979211526846,2.684976534492308,361.82230692290403,39.307780925500026,26,carbon_steel,epoxy,pitting,0.3975082203406964
71.42344384136116,23.535621046119843,3.7541815169229573,6104.126492189821,4.76909085257132,2.597992992976388,323.9520820994532,36.291034254625444,3,carbon_steel,epoxy,uniform,0.18398739285196572
79.24145688620425,52.919198239917186,1.3419987920901801,10781.918325372226,8.888937709609706,8.312339568886605,452.71799048173835,5.952538246895934,9,carbon_steel,none,uniform,0.2296752250958317
24.645041271999773,80.803578048114,4.390926927418571,48145.17097603449,9.65766705966407,3.8683797971984033,70.22009636345872,49.37722937460697,10,stainless_steel,none,stress_cracking,0.09225002795107878
80.75448519014384,35.9942700377095,2.3531299114549773,47887.580002096605,5.901684398623585,4.56216565356896,84.58092262987077,47.1305301720017,12,carbon_steel,none,uniform,0.3453818119263365
37.05241236872915,64.57875406326704,1.1299070077455644,9269.688352606245,9.789572750187858,8.44535090402317,170.78461201156853,18.50457410677085,22,stainless_steel,none,uniform,0.01248175536679576
26.50515929852795,25.31752583083264,4.340537820763374,7682.886447702262,7.388166466309798,0.9691271946165413,245.69440799872638,28.865794221877263,24,carbon_steel,fusion_bonded,pitting,0.1223769399730708
